Timestamp, x_f, y_f, yaw_f, x_se, y_se, yaw_se, x_th, y_th, yaw_th, x_fo, y_fo, yaw_fo, x_fi, y_fi, yaw_fi
151.339000000,-0.700094319955,-0.300151615193,-0.003828043663935415,-1.70011812438,-0.300018666258,-0.0012091033633747166,-0.700044200003,-0.000102275486593,-0.0025028021493167184,-1.19986551082,0.000118827632655,0.0030710063225725093,-1.69993402894,0.000123271078746,0.0018653081603337083
151.396000000,-0.700100611385,-0.300155573431,-0.003934082675489335,-1.70011311183,-0.300016904265,-0.0012556273631864512,-0.70004953799,-0.000107065870237,-0.0025685079391406544,-1.19986606793,0.000121706062511,0.00315146102681987,-1.69993315307,0.000126663091662,0.0019138303581893105
151.447000000,-0.70011256227,-0.300162572809,-0.00403242198295225,-1.7001059747,-0.300014630781,-0.001288600029234222,-0.700049635525,-0.000108624956799,-0.002630901863617374,-1.1998650927,0.00012334291248,0.0032287703388815315,-1.69993269096,0.000129272185661,0.0019611822901450257
151.497000000,-0.700107267577,-0.300159561454,-0.0041186385406679245,-1.70009811477,-0.300012531086,-0.0013199229751941189,-0.700049525111,-0.000109784686138,-0.00268898900619573,-1.19986569065,0.000126504612334,0.0033090565524933413,-1.69993084903,0.000131511800723,0.002006755066336229
151.549000000,-0.700107137795,-0.30015992056,-0.004219202399391614,-1.70008971127,-0.30001069084,-0.0013545769171789755,-0.700050583453,-0.000111880449347,-0.0027545656384567216,-1.1998651115,0.00012848822996,0.0033894635246977884,-1.69992956957,0.000133845826717,0.002053910324767546
151.603000000,-0.700113486253,-0.300163898311,-0.004323429268714539,-1.70008132225,-0.300009357217,-0.001393052192324236,-0.700054237972,-0.00011578767637,-0.002821856298021444,-1.19986541385,0.000131509341995,0.0034712644398295794,-1.69992763696,0.000136463270797,0.0021014756981903326
151.660000000,-0.700124090561,-0.300169496102,-0.00442961842241788,-1.70007346018,-0.300008802138,-0.0014362654732793315,-0.700053198297,-0.000116875862132,-0.0028927096738648067,-1.19986651903,0.000134100891418,0.003556402468158737,-1.69992820227,0.000140530022089,0.002149152884898882
151.711000000,-0.700119507673,-0.300167343716,-0.004523244584094528,-1.70006774701,-0.300009200664,-0.0014768105628574625,-0.700055758571,-0.000119968222625,-0.0029507585350046386,-1.19986997454,0.000138379102652,0.0036289063267502457,-1.69992740678,0.000142923141235,0.002193818128608298
151.768000000,-0.698588350314,-0.300117968211,-0.0044062201426653125,-1.70003492102,-0.300010011345,-0.001518234277870808,-0.699937280064,-0.000125090905351,-0.0030428994713146505,-1.19979916807,0.0001404741358,0.0037256688709273187,-1.69986065716,0.000145609688525,0.0022498226338974916
151.824000000,-0.692377874019,-0.299841832146,-0.003761019432565631,-1.69526992595,-0.300144684283,-0.0012723491422636278,-0.694421263834,-1.46289534152e-05,-0.0029269479148965206,-1.19488278088,0.000111347629202,0.003827951913832729,-1.69501368285,6.97376196312e-05,0.0024821537019344402
151.876000000,-0.681626776405,-0.300068591901,-0.005607875228603223,-1.68517615303,-0.300115659561,-0.0005319604605023566,-0.685178665127,-0.000151064370503,-0.0038127632631564756,-1.18692743978,0.000364735799117,0.004505119787458213,-1.68697749664,0.000284993485438,0.003409704958614451
151.931000000,-0.667109921345,-0.300015259191,-0.006508822472461173,-1.6709634984,-0.300116796402,-0.00040258157923425317,-0.671253004504,-9.56516103138e-05,-0.003835230212301424,-1.17655786743,0.000139369005286,0.004425524259217761,-1.6770159732,0.000246424382588,0.004609588042970387
151.986000000,-0.651993813568,-0.300359005434,-0.007121865785372479,-1.65588296857,-0.300063434104,-0.001287161195806718,-0.656290892794,-0.000205205262206,-0.0033220420437734682,-1.16638302649,0.000325368075071,0.003991367941034646,-1.66730162557,0.000136422926463,0.005537864611363416
152.38000000,-0.637533800718,-0.300323983099,-0.007388863847931178,-1.64155158534,-0.29997454041,-0.003152918583999912,-0.642062115257,-0.000231200061357,-0.002119281690628735,-1.15667484483,0.000392316286457,0.0038641844742707643,-1.65793090174,0.00035719441041,0.006212749331570521
152.97000000,-0.621616595376,-0.300553861614,-0.00795639914717544,-1.62559985686,-0.300066782196,-0.005899898275544396,-0.62624857085,-0.000237715037726,-0.0004042189825228343,-1.14589732793,0.000342523635138,0.004186862662193676,-1.647666923,0.0003395546286,0.006518796800396069
152.149000000,-0.607958079957,-0.300563094912,-0.008667958435852675,-1.61172694617,-0.300220263287,-0.007893457221362385,-0.612070544368,-0.000230057248638,0.00016422035630475216,-1.13582599931,0.000453986130985,0.004354313430552492,-1.6383048694,0.000480940655312,0.006372972519792672
152.205000000,-0.592894615722,-0.300805358914,-0.00955962787072857,-1.59640724184,-0.300411919632,-0.009733831936919549,-0.596811200775,-0.000222326380154,0.00023227270448695,-1.12412765763,0.000461707074781,0.0038803052038057853,-1.62798980544,0.000533006284607,0.006060092366073248
152.260000000,-0.577808029037,-0.301036257999,-0.010844907402802962,-1.58147887162,-0.300502465465,-0.011452702620041041,-0.581767046918,-0.000248256079684,0.00015442357439459888,-1.1121526988,0.000614219776842,0.0029999025370109713,-1.61729211438,0.00051791634959,0.005346579906793201
152.317000000,-0.562263056728,-0.301156919084,-0.012936119278127366,-1.56617832352,-0.300714873914,-0.012949728408915135,-0.566196344416,-0.000260082486084,-0.00046425391570781386,-1.10015271877,0.000696865793012,0.0020734783907423206,-1.60683599936,0.000613858954922,0.0042092809735089845
