Timestamp, x, y, yaw
10. 158000000, -8.49998447303, 1.18084241156e-05, 2.36468839300548e-05
10. 168000000, -8.49998446726, 1.18141014097e-05, 2.366677904400296e-05
10. 178000000, -8.49998446394, 1.18179359987e-05, 2.3686235511329944e-05
10. 188000000, -8.49998444299, 1.18339045773e-05, 2.3707357648189034e-05
10. 198000000, -8.49998442417, 1.18483869888e-05, 2.3728017062730566e-05
10. 208000000, -8.49998441841, 1.185406438e-05, 2.3747911981140787e-05
10. 218000000, -8.49998441508, 1.18578990662e-05, 2.3767368248498333e-05
10. 228000000, -8.49998439414, 1.18738675696e-05, 2.3788490227859107e-05
10. 238000000, -8.49998437532, 1.18883498994e-05, 2.3809149479765895e-05
10. 248000000, -8.49998436955, 1.18940273877e-05, 2.382904420326277e-05
10. 258000000, -8.49998436623, 1.18978621713e-05, 2.3848500271199997e-05
10. 269000000, -8.49998434528, 1.19138305994e-05, 2.386962209331606e-05
10. 279000000, -8.49998432646, 1.19283128475e-05, 2.3890281182907212e-05
10. 289000000, -8.4999843207, 1.1933990433e-05, 2.391017571121395e-05
10. 299000000, -8.49998431737, 1.19378253138e-05, 2.392963157947217e-05
10. 309000000, -8.49998429642, 1.19537936666e-05, 2.3950753243961995e-05
10. 320000000, -8.49998427761, 1.19682758331e-05, 2.3971412170835532e-05
10. 330000000, -8.49998427184, 1.19739535157e-05, 2.399130650430202e-05
10. 341000000, -8.49998426852, 1.19777884938e-05, 2.401076217327232e-05
10. 351000000, -8.49998424757, 1.19937567713e-05, 2.4031883680624552e-05
10. 363000000, -8.49998422875, 1.20082388562e-05, 2.4052542445216562e-05
10. 373000000, -8.49998422299, 1.20139166358e-05, 2.407243658386553e-05
10. 383000000, -8.49998421966, 1.20177517112e-05, 2.4091892053517954e-05
10. 393000000, -8.49998419871, 1.20337199135e-05, 2.411301340388546e-05
10. 403000000, -8.4999841799, 1.20482019167e-05, 2.4133672006386597e-05
10. 413000000, -8.49998417413, 1.20538797935e-05, 2.4153565950874395e-05
10. 423000000, -8.4999841708, 1.20577149662e-05, 2.4173021221864517e-05
10. 433000000, -8.49998414986, 1.20736830932e-05, 2.4194142416015303e-05
10. 443000000, -8.49998413104, 1.20881650147e-05, 2.4214800857239742e-05
10. 453000000, -8.49998412527, 1.20938429886e-05, 2.4234694607783565e-05
10. 463000000, -8.49998412195, 1.20976782586e-05, 2.425414968036736e-05
10. 473000000, -8.499984101, 1.21136463103e-05, 2.4275270717906633e-05
10. 483000000, -8.49998408218, 1.21281281502e-05, 2.429592899742206e-05
10. 493000000, -8.49998407642, 1.21338062212e-05, 2.431582255377279e-05
10. 504000000, -8.49998407309, 1.21376415885e-05, 2.4335277427592533e-05
10. 514000000, -8.49998405214, 1.21536095649e-05, 2.435639830830772e-05
10. 524000000, -8.49998403333, 1.21680913231e-05, 2.4377056425860018e-05
10. 534000000, -8.49998402756, 1.21737694912e-05, 2.4396949787396204e-05
10. 544000000, -8.49998402424, 1.21776049557e-05, 2.441640446194757e-05
10. 554000000, -8.49998400329, 1.21935728569e-05, 2.4437525185262836e-05
10. 564000000, -8.49998398447, 1.22080545334e-05, 2.4458183140323004e-05
10. 574000000, -8.4999839787, 1.22137327986e-05, 2.4478076307167486e-05
