Timestamp, x, y, yaw
0. 0, -8.79998251295, 1.34126493918e-05, 2.6911542999819337e-05
10. 444000000, -8.79998250962, 1.3416487871e-05, 2.693099156187425e-05
10. 454000000, -8.79998248868, 1.34324534378e-05, 2.6952107476944078e-05
10. 466000000, -8.79998246986, 1.34469325826e-05, 2.6972760465797557e-05
10. 476000000, -8.79998246409, 1.34526138562e-05, 2.6992647662408427e-05
10. 486000000, -8.79998246076, 1.34564524326e-05, 2.7012096028496903e-05
10. 497000000, -8.79998243981, 1.3472417924e-05, 2.703321179002664e-05
10. 507000000, -8.799982421, 1.34868969872e-05, 2.7053864620254784e-05
10. 517000000, -8.79998241523, 1.34925783578e-05, 2.707375162623208e-05
10. 527000000, -8.7999824119, 1.34964170314e-05, 2.7093199797140678e-05
10. 537000000, -8.79998239095, 1.35123824475e-05, 2.711431540502147e-05
10. 547000000, -8.79998237214, 1.3526861429e-05, 2.713496807648581e-05
10. 557000000, -8.79998236637, 1.35325428966e-05, 2.715485489093566e-05
10. 567000000, -8.79998236304, 1.35363816674e-05, 2.7174302865855653e-05
10. 577000000, -8.79998234209, 1.35523470082e-05, 2.7195418320225586e-05
10. 588000000, -8.79998232328, 1.3566825908e-05, 2.721607083307862e-05
10. 598000000, -8.79998231751, 1.35725074726e-05, 2.7235957456847756e-05
10. 609000000, -8.79998231418, 1.35763463406e-05, 2.725540523659367e-05
10. 622000000, -8.79998229323, 1.3592311606e-05, 2.7276520537576006e-05
10. 632000000, -8.79998227442, 1.36067904241e-05, 2.7297172891954462e-05
10. 642000000, -8.79998226865, 1.36124720857e-05, 2.7317059324542633e-05
10. 652000000, -8.79998226532, 1.36163110509e-05, 2.7336506908646142e-05
10. 662000000, -8.79998224437, 1.3632276241e-05, 2.735762205629573e-05
10. 672000000, -8.79998222556, 1.36467549775e-05, 2.7378274252253033e-05
10. 682000000, -8.79998221979, 1.36524367361e-05, 2.739816049451583e-05
10. 692000000, -8.79998221645, 1.36562757984e-05, 2.7417607883826865e-05
10. 702000000, -8.79998219551, 1.36722409132e-05, 2.7438722878462395e-05
10. 712000000, -8.7999821767, 1.3686719568e-05, 2.7459374916344548e-05
10. 722000000, -8.79998217092, 1.36924014236e-05, 2.7479260968181204e-05
10. 732000000, -8.79998216759, 1.36962405831e-05, 2.7498708162566643e-05
10. 742000000, -8.79998214665, 1.37122056226e-05, 2.7519823004604136e-05
10. 752000000, -8.79998212783, 1.37266841957e-05, 2.7540474884802435e-05
10. 762000000, -8.79998212206, 1.37323661483e-05, 2.756036074676731e-05
10. 773000000, -8.79998211873, 1.3736205405e-05, 2.7579807746803554e-05
10. 783000000, -8.79998209779, 1.37521703692e-05, 2.7600922436390482e-05
10. 793000000, -8.79998207897, 1.37666488606e-05, 2.7621574159016963e-05
10. 803000000, -8.7999820732, 1.37723309102e-05, 2.764145983098381e-05
10. 814000000, -8.79998206987, 1.37761702641e-05, 2.766090663654968e-05
10. 824000000, -8.79998204893, 1.37921351529e-05, 2.7682021173318555e-05
10. 834000000, -8.79998203011, 1.38066135627e-05, 2.7702672738041015e-05
10. 844000000, -8.79998202434, 1.38122957092e-05, 2.7722558219463485e-05
10. 854000000, -8.79998202101, 1.38161351603e-05, 2.7742004830013217e-05
10. 864000000, -8.79998200006, 1.38320999738e-05, 2.7763119213965974e-05
10. 874000000, -8.79998198125, 1.38465783019e-05, 2.778377062074796e-05
10. 884000000, -8.79998197548, 1.38522605454e-05, 2.7803655912014025e-05
10. 894000000, -8.79998197215, 1.38561000937e-05, 2.782310232787349e-05
10. 904000000, -8.7999819512, 1.38720648318e-05, 2.7844216558670603e-05
10. 914000000, -8.79998193239, 1.38865430782e-05, 2.7864867807221783e-05
10. 924000000, -8.79998192662, 1.38922254187e-05, 2.7884752908179896e-05
10. 934000000, -8.79998192328, 1.38960650642e-05, 2.7904199129250177e-05
