Timestamp, x, y, yaw
10. 706000000, -8.49997841399, 1.67641041428e-05, 3.3702064966566676e-05
10. 717000000, -8.49997840821, 1.67697934575e-05, 3.37219366547515e-05
10. 727000000, -8.49997840487, 1.6773640094e-05, 3.3741369140516014e-05
10. 738000000, -8.49997838393, 1.67895993296e-05, 3.376247250041819e-05
10. 748000000, -8.49997836512, 1.68040716121e-05, 3.378311250678555e-05
10. 758000000, -8.49997835934, 1.68097610235e-05, 3.3802984012069004e-05
10. 768000000, -8.499978356, 1.68136077571e-05, 3.382241631050984e-05
10. 778000000, -8.49997833506, 1.68295669172e-05, 3.384351952503417e-05
10. 788000000, -8.49997831625, 1.6844039118e-05, 3.386415938093621e-05
10. 798000000, -8.49997831047, 1.68497286262e-05, 3.3884030703536064e-05
10. 808000000, -8.49997830713, 1.68535754567e-05, 3.39034628148133e-05
10. 819000000, -8.49997828619, 1.68695345414e-05, 3.392456588407927e-05
10. 830000000, -8.49997826738, 1.68840066605e-05, 3.394520558965469e-05
10. 840000000, -8.4999782616, 1.68896962654e-05, 3.396507673009431e-05
10. 850000000, -8.49997825826, 1.6893543193e-05, 3.398450865469756e-05
10. 861000000, -8.49997823732, 1.69095022023e-05, 3.400561157897383e-05
10. 871000000, -8.49997821851, 1.69239742396e-05, 3.4026251134462586e-05
10. 881000000, -8.49997821273, 1.69296639413e-05, 3.4046122092526904e-05
10. 891000000, -8.49997820938, 1.69335109659e-05, 3.4065553830285343e-05
10. 901000000, -8.49997818844, 1.69494698997e-05, 3.408665660945103e-05
10. 911000000, -8.49997816964, 1.69639418554e-05, 3.4107296014754135e-05
10. 921000000, -8.49997816385, 1.69696316538e-05, 3.4127166790525293e-05
10. 932000000, -8.49997816051, 1.69734787754e-05, 3.4146598341473205e-05
10. 943000000, -8.49997813957, 1.69894376338e-05, 3.416770097575171e-05
10. 953000000, -8.49997812076, 1.70039095077e-05, 3.41883402310999e-05
10. 963000000, -8.49997811498, 1.70095994029e-05, 3.420821082454545e-05
10. 974000000, -8.49997811164, 1.70134466215e-05, 3.422764218875775e-05
10. 984000000, -8.4999780907, 1.70294054045e-05, 3.424874467816597e-05
10. 995000000, -8.49997807189, 1.70438771967e-05, 3.426938378357793e-05
11. 6000000, -8.49997806611, 1.70495671886e-05, 3.428925419496787e-05
11. 16000000, -8.49997806277, 1.70534145042e-05, 3.4308685372607955e-05
11. 26000000, -8.49997804183, 1.70693732117e-05, 3.432978771677511e-05
11. 36000000, -8.49997802302, 1.70838449222e-05, 3.435042667186157e-05
11. 46000000, -8.49997801724, 1.70895350108e-05, 3.437029690106112e-05
11. 56000000, -8.49997801389, 1.70933824234e-05, 3.438972789205466e-05
11. 66000000, -8.49997799296, 1.71093410555e-05, 3.441083009158156e-05
11. 76000000, -8.49997797415, 1.71238126843e-05, 3.443146889694406e-05
11. 86000000, -8.49997796836, 1.71295028697e-05, 3.4451338944196284e-05
11. 96000000, -8.49997796502, 1.71333503792e-05, 3.447076974879567e-05
11. 106000000, -8.49997794408, 1.71493089359e-05, 3.4491871804043675e-05
11. 116000000, -8.49997792528, 1.7163780483e-05, 3.451251046008669e-05
11. 126000000, -8.49997791949, 1.71694707651e-05, 3.4532380326327954e-05
11. 137000000, -8.49997791615, 1.71733183716e-05, 3.4551810945435615e-05
11. 147000000, -8.49997789521, 1.71892768529e-05, 3.457291285701683e-05
11. 157000000, -8.4999778764, 1.72037483182e-05, 3.4593551364289246e-05
11. 167000000, -8.49997787062, 1.72094386971e-05, 3.4613421049345585e-05
11. 177000000, -8.49997786728, 1.72132864006e-05, 3.463285148277732e-05
11. 187000000, -8.49997784634, 1.72292448065e-05, 3.4653953249877276e-05
11. 197000000, -8.49997782753, 1.72437161901e-05, 3.4674591607618967e-05
11. 207000000, -8.49997782175, 1.72494066657e-05, 3.4694461110948744e-05
