Timestamp, x, y, yaw
0. 0, -9.39998789256, 9.01111656697e-06, 1.7965764741043425e-05
10. 175000000, -9.39998788681, 9.01678705535e-06, 1.798567376331106e-05
10. 185000000, -9.39998788349, 9.02061482752e-06, 1.8005144453545762e-05
10. 195000000, -9.39998786254, 9.03658867248e-06, 1.8026277857693512e-05
10. 205000000, -9.39998784372, 9.05107679878e-06, 1.804694889693494e-05
10. 215000000, -9.39998783796, 9.05674738449e-06, 1.806685771691766e-05
10. 225000000, -9.39998783465, 9.06057525412e-06, 1.8086328200372362e-05
10. 235000000, -9.39998781369, 9.07654902387e-06, 1.8107461439739156e-05
10. 246000000, -9.39998779487, 9.09103706854e-06, 1.8128132309077e-05
10. 256000000, -9.39998778912, 9.09670775157e-06, 1.8148040926871738e-05
10. 266000000, -9.3999877858, 9.10053571866e-06, 1.8167511203652218e-05
10. 278000000, -9.39998776485, 9.11650941322e-06, 1.818864427878466e-05
10. 289000000, -9.39998774602, 9.13099737626e-06, 1.820931497875838e-05
10. 299000000, -9.39998774027, 9.13666815661e-06, 1.822922339455902e-05
10. 309000000, -9.39998773695, 9.14049622116e-06, 1.8248693464831245e-05
10. 320000000, -9.399987716, 9.15646984052e-06, 1.8269826375967487e-05
10. 330000000, -9.39998769718, 9.17095772194e-06, 1.829049690684088e-05
10. 341000000, -9.39998769142, 9.17662859961e-06, 1.8310405120993195e-05
10. 351000000, -9.39998768811, 9.18045676161e-06, 1.832987498510887e-05
10. 363000000, -9.39998766716, 9.19643030578e-06, 1.8351007732249954e-05
10. 373000000, -9.39998764833, 9.21091810558e-06, 1.8371678094009445e-05
10. 383000000, -9.39998764258, 9.21658908055e-06, 1.8391586106277e-05
10. 393000000, -9.39998763926, 9.22041734001e-06, 1.8411055764025278e-05
10. 403000000, -9.39998761831, 9.23639080898e-06, 1.843218834703014e-05
10. 413000000, -9.39998759949, 9.25087852715e-06, 1.845285853957596e-05
10. 423000000, -9.39998759373, 9.25654959943e-06, 1.847276635011293e-05
10. 434000000, -9.39998759041, 9.26037795634e-06, 1.849223580163765e-05
10. 445000000, -9.39998756946, 9.27635135011e-06, 1.8513368220782936e-05
10. 455000000, -9.39998755064, 9.29083898665e-06, 1.853403824432275e-05
10. 465000000, -9.39998754488, 9.29651015625e-06, 1.8553945853421407e-05
10. 475000000, -9.39998754157, 9.30033861061e-06, 1.857341509900202e-05
10. 485000000, -9.39998752061, 9.31631192918e-06, 1.859454735453365e-05
10. 495000000, -9.39998750179, 9.33079948409e-06, 1.8615217209350038e-05
10. 505000000, -9.39998749604, 9.33647075099e-06, 1.8635124616795297e-05
10. 515000000, -9.39998749272, 9.3402993028e-06, 1.865459365623434e-05
